% header=SampleName	SampleId	Comments	AcqMethod	ProcMethod	RackCode	PlateCode	VialPos	DilutFact	WghtToVol	Type	RackPos	PlatePos	SetName	OutputFile	_col1Text	_col2Int
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E001_PC_1_Tom_PC_withSPLASH.dam	default_id	default_comment	PC_withSPLASH.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E001_PC_1_Tom_PC_withSPLASH.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E001_PC_2_Tom_PC_withSPLASH.dam	default_id	default_comment	PC_withSPLASH.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E001_PC_2_Tom_PC_withSPLASH.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E001_PC_3_Tom_PC_withSPLASH.dam	default_id	default_comment	PC_withSPLASH.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E001_PC_3_Tom_PC_withSPLASH.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E002_PE_1_Tom_PE_withSPLASH.dam	default_id	default_comment	PE_withSPLASH.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E002_PE_1_Tom_PE_withSPLASH.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E002_PE_2_Tom_PE_withSPLASH.dam	default_id	default_comment	PE_withSPLASH.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E002_PE_2_Tom_PE_withSPLASH.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E002_PE_3_Tom_PE_withSPLASH.dam	default_id	default_comment	PE_withSPLASH.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E002_PE_3_Tom_PE_withSPLASH.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E003_TG_1_Tom_TG_18-0_Splash.dam	default_id	default_comment	TG_18-0_Splash.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E003_TG_1_Tom_TG_18-0_Splash.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E003_TG_2_Tom_TG_18-0_Splash.dam	default_id	default_comment	TG_18-0_Splash.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E003_TG_2_Tom_TG_18-0_Splash.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E003_TG_3_Tom_TG_18-0_Splash.dam	default_id	default_comment	TG_18-0_Splash.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E003_TG_3_Tom_TG_18-0_Splash.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E004_Cer_1_Tom_Cer_Splash.dam	default_id	default_comment	Cer_Splash.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E004_Cer_1_Tom_Cer_Splash.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E004_Cer_2_Tom_Cer_Splash.dam	default_id	default_comment	Cer_Splash.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E004_Cer_2_Tom_Cer_Splash.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E004_Cer_3_Tom_Cer_Splash.dam	default_id	default_comment	Cer_Splash.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E004_Cer_3_Tom_Cer_Splash.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E005_PS_1_Tom_PS_Splash.dam	default_id	default_comment	PS_Splash.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E005_PS_1_Tom_PS_Splash.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E005_PS_2_Tom_PS_Splash.dam	default_id	default_comment	PS_Splash.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E005_PS_2_Tom_PS_Splash.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHACN_Tom_104_E005_PS_3_Tom_PS_Splash.dam	default_id	default_comment	PS_Splash.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHACN_Tom_104_E005_PS_3_Tom_PS_Splash.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHIPA_Tom_104_E006_PC_1_Tom_PC_withSPLASH.dam	default_id	default_comment	PC_withSPLASH.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHIPA_Tom_104_E006_PC_1_Tom_PC_withSPLASH.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHIPA_Tom_104_E006_PC_2_Tom_PC_withSPLASH.dam	default_id	default_comment	PC_withSPLASH.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHIPA_Tom_104_E006_PC_2_Tom_PC_withSPLASH.dam	custCol1_1	0
20250916_BrainLipidExtract_21MeOHIPA_Tom_104_E006_PC_3_Tom_PC_withSPLASH.dam	default_id	default_comment	PC_withSPLASH.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250916_BrainLipidExtract_21MeOHIPA_Tom_104_E006_PC_3_Tom_PC_withSPLASH.dam	custCol1_1	0
