% header=SampleName	SampleId	Comments	AcqMethod	ProcMethod	RackCode	PlateCode	VialPos	DilutFact	WghtToVol	Type	RackPos	PlatePos	SetName	OutputFile	_col1Text	_col2Int
20250618_Human Serum_Ceramides \	20250618\	2\	TGL_1_SI	default_id	default_comment	none	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_Ceramides \	20250618\	2\	TGL_1_SI	custCol1_1	0
20250618_Human Serum_Ceramides \	20250618\	2\	TGL_2_SI	default_id	default_comment	none	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_Ceramides \	20250618\	2\	TGL_2_SI	custCol1_1	0
20250618_Human Serum_Ceramides \	20250618\	2\	TGL_3_SI	default_id	default_comment	none	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_Ceramides \	20250618\	2\	TGL_3_SI	custCol1_1	0
20250618_Human Serum_Cholesteryrl Esters_1_SI	default_id	default_comment	none	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_Cholesteryrl Esters_1_SI	custCol1_1	0
20250618_Human Serum_Cholesteryrl Esters_2_SI	default_id	default_comment	none	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_Cholesteryrl Esters_2_SI	custCol1_1	0
20250618_Human Serum_Cholesteryrl Esters_3_SI	default_id	default_comment	none	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_Cholesteryrl Esters_3_SI	custCol1_1	0
20250618_Human Serum_DG_1_SI_DG_16-0.dam	default_id	default_comment	DG_16-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_DG_1_SI_DG_16-0.dam	custCol1_1	0
20250618_Human Serum_DG_2_SI_DG_16-0.dam	default_id	default_comment	DG_16-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_DG_2_SI_DG_16-0.dam	custCol1_1	0
20250618_Human Serum_DG_3_SI_DG_16-0.dam	default_id	default_comment	DG_16-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_DG_3_SI_DG_16-0.dam	custCol1_1	0
20250618_Human Serum_DG_1_SI_DG_16-1.dam	default_id	default_comment	DG_16-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_DG_1_SI_DG_16-1.dam	custCol1_1	0
20250618_Human Serum_DG_2_SI_DG_16-1.dam	default_id	default_comment	DG_16-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_DG_2_SI_DG_16-1.dam	custCol1_1	0
20250618_Human Serum_DG_3_SI_DG_16-1.dam	default_id	default_comment	DG_16-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_DG_3_SI_DG_16-1.dam	custCol1_1	0
20250618_Human Serum_DG_1_SI_DG_18-0.dam	default_id	default_comment	DG_18-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	20250618_Human Serum_DG_1_SI_DG_18-0.dam	custCol1_1	0
