% header=SampleName	SampleId	Comments	AcqMethod	ProcMethod	RackCode	PlateCode	VialPos	DilutFact	WghtToVol	Type	RackPos	PlatePos	SetName	OutputFile	_col1Text	_col2Int
2025-01-07_splashmix_PC_1_SI	default_id	default_comment	PC.dam	PC.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_14-0.dam	default_id	default_comment	TG_14-0.dam	TG_14-0.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_16-0.dam	default_id	default_comment	TG_16-0.dam	TG_16-0.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_16-1.dam	default_id	default_comment	TG_16-1.dam	TG_16-1.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_18-0.dam	default_id	default_comment	TG_18-0.dam	TG_18-0.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_18-1.dam	default_id	default_comment	TG_18-1.dam	TG_18-1.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_18-2.dam	default_id	default_comment	TG_18-2.dam	TG_18-2.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_18-3.dam	default_id	default_comment	TG_18-3.dam	TG_18-3.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_20-4.dam	default_id	default_comment	TG_20-4.dam	TG_20-4.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_22-5.dam	default_id	default_comment	TG_22-5.dam	TG_22-5.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_TG_1_SI_TG_22-6.dam	default_id	default_comment	TG_22-6.dam	TG_22-6.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_liver_DG_1_SI_DG_16-0.dam	default_id	default_comment	DG_16-0.dam	DG_16-0.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_liver_DG_1_SI_DG_16-1.dam	default_id	default_comment	DG_16-1.dam	DG_16-1.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_liver_DG_1_SI_DG_18-0.dam	default_id	default_comment	DG_18-0.dam	DG_18-0.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_liver_DG_1_SI_DG_18-1.dam	default_id	default_comment	DG_18-1.dam	DG_18-1.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_liver_DG_1_SI_DG_18-2.dam	default_id	default_comment	DG_18-2.dam	DG_18-2.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_liver_FA_1_SI	default_id	default_comment	FFA SFA USFA.dam	FFA SFA USFA.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_PC_1_SI	default_id	default_comment	PC.dam	PC.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
2025-01-07_brain_PC_2_SI	default_id	default_comment	PC.dam	PC.dam	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	DataSet1	custCol1_1	0
